artists,track_name,danceability,energy,key,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,track_genre
Los Pasteles Verdes,Ya Es Muy Tarde,0.505,0.53,6,-9.391,0.0499,0.00437,0.164,0.0513,0.682,84.77,r-n-b
Biquini Cavadão,Janaína - Ao Vivo,0.508,0.934,9,-5.363,0.0736,0.0112,0.0151,0.986,0.564,88.012,r-n-b
Joan Sebastian,El Peor De Tus Antojos - En Vivo,0.707,0.446,0,-8.297,0.126,0.598,0.0,0.982,0.9,97.3,r-n-b
Banda Autentica de Jerez,Acto Suicida,0.607,0.57,10,-6.284,0.0541,0.335,0.0,0.078,0.874,74.672,r-n-b
El Coyote Y Su Banda Tierra Santa,Reproches Al Viento,0.558,0.473,0,-8.697,0.0377,0.688,1.19e-05,0.202,0.938,133.199,r-n-b
KAROL G,PROVENZA,0.87,0.516,1,-8.006,0.0541,0.656,0.00823,0.11,0.53,111.005,reggae
KAROL G;Maldy,GATÚBELA,0.627,0.858,11,-2.824,0.386,0.263,0.0,0.21,0.342,92.523,reggae
KAROL G,"Ay, DiOs Mío!",0.715,0.706,11,-4.423,0.195,0.496,0.00134,0.106,0.522,179.997,reggae
KAROL G;Mariah Angeliq,EL MAKINON,0.689,0.705,0,-3.224,0.102,0.256,1.06e-06,0.108,0.456,89.109,reggae
KAROL G,BICHOTA,0.863,0.666,1,-4.158,0.152,0.212,0.000493,0.103,0.838,163.908,reggae
KAROL G;Bad Bunny,Ahora Me Llama,0.652,0.577,7,-5.273,0.0373,0.00947,4.02e-05,0.0905,0.123,135.009,reggae
KAROL G,SEJODIOTO,0.822,0.736,1,-3.969,0.15,0.157,0.000781,0.0748,0.679,175.93,reggae
KAROL G;Bad Bunny;Quavo,Ahora Me Llama - Remix,0.668,0.613,0,-7.05,0.0421,0.0433,4.42e-05,0.139,0.219,135.036,reggae
KAROL G,A Ella,0.73,0.769,2,-4.936,0.178,0.244,2.06e-05,0.136,0.594,181.988,reggae
KAROL G;Maluma,Créeme,0.714,0.874,6,-3.576,0.0549,0.128,0.000146,0.105,0.648,96.998,reggae
KAROL G,Punto G,0.791,0.746,6,-4.716,0.0907,0.00938,0.000125,0.125,0.903,165.994,reggae
KAROL G;J Balvin;Nicky Jam,Mi Cama - Remix,0.815,0.784,9,-4.423,0.0738,0.299,0.0,0.0958,0.832,162.958,reggae
KAROL G;Wisin & Yandel;Nicky Jam;Ivy Queen;Zion;Alberto Stylee,LEYENDAS,0.553,0.784,1,-5.458,0.114,0.0609,0.0,0.305,0.609,96.553,reggae
KAROL G;Anuel AA;J Balvin,LOCATION,0.772,0.758,9,-3.891,0.0482,0.0433,0.0,0.295,0.654,115.977,reggae
KAROL G,EL BARCO,0.85,0.847,8,-3.435,0.0435,0.606,0.000159,0.33,0.915,143.975,reggae
KAROL G;Nicki Minaj,Tusa,0.796,0.701,2,-3.275,0.283,0.308,7.82e-05,0.0516,0.619,100.954,reggae
KAROL G;Camilo,CONTIGO VOY A MUERTE,0.77,0.852,11,-2.593,0.0489,0.201,3.06e-06,0.0623,0.785,82.997,reggae
KAROL G;Cosculluela,La Dama,0.844,0.781,8,-5.856,0.188,0.122,0.000154,0.0925,0.734,100.01,reggae
KAROL G,Muñeco De Lego,0.784,0.637,0,-7.386,0.147,0.283,0.0,0.153,0.544,143.977,reggae
KAROL G,Casi Nada,0.734,0.848,1,-2.756,0.0362,0.121,4.74e-05,0.0993,0.591,98.059,reggae
KAROL G,Go Karo,0.746,0.727,9,-3.342,0.0639,0.0469,1e-06,0.0793,0.827,93.032,reggae
KAROL G,Bebesita,0.714,0.826,7,-3.897,0.0385,0.318,1.63e-05,0.216,0.742,91.997,reggae
R. City;Adam Levine,Locked Away (feat. Adam Levine),0.509,0.671,1,-5.709,0.0678,0.304,0.0,0.0452,0.55,118.413,reggae
K'NAAN,Wavin' Flag - Coca-Cola® Celebration Mix,0.58,0.767,0,-4.174,0.0557,0.313,0.0,0.0518,0.776,151.845,reggae
Sebastian Yatra;Beret,Vuelve,0.692,0.49,11,-6.077,0.0464,0.466,0.0,0.109,0.255,155.831,reggae
Sebastian Yatra;Alvaro Diaz,A Dónde Van,0.656,0.69,3,-4.792,0.186,0.0523,0.0,0.138,0.817,167.063,reggae
Sebastian Yatra;Myke Towers,Pareja Del Año,0.715,0.61,4,-5.095,0.0522,0.175,0.0,0.0949,0.771,79.973,reggae
Sebastian Yatra;Guaynaa,Chica Ideal,0.574,0.891,0,-3.665,0.157,0.0847,0.0,0.16,0.707,100.978,reggae
Sebastian Yatra,Traicionera,0.779,0.675,11,-4.976,0.0485,0.138,0.0,0.105,0.63,91.006,reggae
Sebastian Yatra,Tacones Rojos,0.748,0.856,11,-3.517,0.0348,0.0824,0.0,0.142,0.927,123.031,reggae
Sebastian Yatra,Amor Pasajero,0.653,0.61,9,-4.872,0.0592,0.0477,0.0,0.114,0.812,172.062,reggae
Sebastian Yatra;Luis Figueroa;Lary Over,Por Perro,0.684,0.762,0,-5.147,0.0564,0.419,0.0,0.0759,0.905,172.015,reggae
Sebastian Yatra;Jhayco,Delincuente,0.82,0.67,7,-3.89,0.0581,0.0331,0.0,0.116,0.644,90.984,reggae
Sebastian Yatra;Rauw Alejandro;Manuel Turizo;Cosculluela;Lalo Ebratt;Llane;Dalmata,TBT - Remix,0.82,0.783,2,-4.266,0.141,0.0519,0.0,0.111,0.52,91.957,reggae
Sebastian Yatra;Reik,Un Año,0.771,0.381,1,-6.809,0.0516,0.151,0.0,0.104,0.534,94.92,reggae
Sebastian Yatra;Rauw Alejandro;Manuel Turizo,TBT,0.703,0.844,11,-1.981,0.0811,0.0346,0.0,0.145,0.645,184.029,reggae
Sebastian Yatra;Nacho;Wisin,Alguien Robo,0.745,0.914,0,-2.667,0.0872,0.0976,0.0,0.222,0.686,92.983,reggae
Sebastian Yatra;Mau y Ricky,Ya No Tiene Novio,0.632,0.832,7,-1.948,0.156,0.048,0.0,0.0705,0.783,182.193,reggae
Sebastian Yatra;Ñejo;Dalmata,Mañana No Hay Clase (24/7),0.78,0.728,2,-2.586,0.187,0.0191,0.0,0.266,0.824,179.972,reggae
MAGIC!,Rude,0.773,0.758,1,-4.993,0.0381,0.0422,0.0,0.305,0.925,144.033,reggae
Sebastian Yatra;Isabela Merced,My Only One (No Hay Nadie Más),0.727,0.526,6,-6.307,0.0378,0.693,0.0,0.116,0.681,105.086,reggae
Musical Youth,Pass The Dutchie,0.805,0.418,7,-14.374,0.0979,0.459,0.0,0.288,0.966,149.724,reggae
CHEHON,韻波句徒,0.806,0.863,10,-2.679,0.0518,0.408,0.0,0.0755,0.928,122.03,reggae
Shaggy;Ricardo Ducent,It Wasn't Me,0.851,0.621,0,-4.184,0.0675,0.0545,0.0,0.336,0.691,94.739,reggae
Shaggy,Boombastic,0.852,0.887,2,-4.468,0.263,0.246,1.87e-05,0.311,0.788,158.565,reggae
Dirty Heads,Vacation,0.736,0.751,8,-5.588,0.034,0.0381,0.0,0.105,0.839,150.064,reggae
K'NAAN,Wavin' Flag,0.625,0.699,0,-6.416,0.0729,0.13,0.0,0.238,0.717,75.974,reggae
Guaynaa;Lyanno,Chama,0.814,0.682,4,-4.24,0.268,0.143,0.00682,0.0788,0.785,179.959,reggae
Guaynaa,Buyaka,0.787,0.738,10,-4.649,0.261,0.187,0.0,0.0968,0.733,95.909,reggae
Guaynaa,Toca,0.879,0.682,1,-4.389,0.251,0.13,0.0,0.0482,0.592,92.019,reggae
Guaynaa;Yandel,Full Moon,0.852,0.833,2,-3.959,0.0693,0.0774,1.94e-06,0.111,0.622,84.007,reggae
Guaynaa,Mera,0.806,0.881,6,-5.231,0.252,0.178,7.74e-06,0.356,0.961,176.07,reggae
Guaynaa,Rompe Rodillas,0.778,0.66,6,-8.054,0.0482,0.125,0.0,0.0316,0.945,91.971,reggae
Shaggy;Rik Rok,It Wasn't Me,0.853,0.606,0,-4.596,0.0713,0.0561,0.0,0.313,0.654,94.759,reggae
Shaggy;Rayvon,Angel,0.74,0.766,6,-2.939,0.178,0.116,0.0,0.0406,0.807,170.531,reggae
Camilo;Shawn Mendes,KESI - Remix,0.871,0.815,4,-4.439,0.0477,0.127,6.18e-06,0.094,0.823,122.959,reggae
Guaynaa;Cauty,Chicharrón,0.734,0.789,10,-4.305,0.454,0.447,9.66e-05,0.498,0.811,76.182,reggae
Kenia OS,Tenía Que Llegar,0.741,0.626,3,-7.962,0.129,0.36,0.0,0.111,0.362,92.992,reggae
Bob Marley & The Wailers,Is This Love,0.776,0.559,6,-8.375,0.103,0.11,0.0,0.0671,0.758,122.242,reggae
K'NAAN;Adam Levine,Bang Bang,0.623,0.901,10,-4.402,0.182,0.0785,0.0,0.0251,0.896,179.985,reggae
Totoy El Frio;Beéle,Adivina,0.608,0.791,11,-4.81,0.0938,0.142,2.21e-06,0.29,0.33,115.635,reggae
Totoy El Frio;Kevin Roldan,Quillami,0.72,0.666,4,-6.448,0.18,0.0718,0.0,0.315,0.944,172.051,reggae
Camilo;Pedro Capó,Tutu,0.731,0.832,9,-2.592,0.0503,0.273,0.0,0.0665,0.94,146.013,reggae
Inner Circle,Bad Boys (Theme from COPS),0.781,0.722,7,-8.376,0.0667,0.236,0.000398,0.077,0.533,87.858,reggae
MORADA,É Tudo Sobre Você - Ao Vivo,0.397,0.746,9,-5.768,0.0382,0.257,0.0,0.703,0.165,137.821,reggae
Migue Flow;El Cherry Scom,Pa Miami,0.609,0.807,4,-0.792,0.338,0.0261,0.0136,0.33,0.631,159.055,reggae
Boomdabash;Annalisa,Tropicana,0.927,0.591,11,-5.69,0.119,0.0165,2.87e-06,0.208,0.752,120.036,reggae
Adassa,Llego el bailador,0.706,0.796,4,-4.597,0.0374,0.133,1.3e-06,0.0782,0.793,149.986,reggae
Boomdabash;Alessandra Amoroso,Karaoke,0.929,0.625,1,-5.728,0.14,0.289,1.2e-06,0.386,0.578,122.03,reggae
Becky G;Natti Natasha,Sin Pijama,0.791,0.745,11,-3.695,0.0464,0.354,2.93e-05,0.104,0.82,94.014,reggae
Becky G;KAROL G,MAMIII,0.843,0.7,4,-3.563,0.0803,0.0934,0.0,0.14,0.899,93.991,reggae
CNCO;Meghan Trainor;Sean Paul,Hey DJ - Remix,0.564,0.89,5,-4.286,0.107,0.0918,0.0,0.0819,0.636,180.112,reggae
Matisyahu,One Day,0.346,0.61,0,-5.818,0.15,0.198,0.0,0.117,0.235,68.552,reggae
UB40,(I Can't Help) Falling In Love With You,0.642,0.722,2,-13.031,0.0375,0.0444,0.00388,0.122,0.836,172.406,reggae
Rael;Cynthia Luz;Malibu,Teu Sorriso,0.661,0.567,11,-9.644,0.056,0.222,0.0,0.178,0.706,86.476,reggae
Kail BRL;Tobal Mj,Mercedes,0.847,0.631,4,-6.4,0.187,0.121,0.0,0.146,0.716,93.961,reggae
Gabriel Elias;Roberta Campos,Me Beija,0.674,0.428,2,-9.265,0.0344,0.597,0.0,0.128,0.601,120.039,reggae
Boomdabash;Baby K,Mohicani,0.84,0.648,11,-6.051,0.157,0.0286,0.0,0.098,0.628,99.981,reggae
Joey Montana;Mike Bahía,Se Siente Bien,0.589,0.419,5,-9.2,0.042,0.206,0.0,0.0852,0.716,94.099,reggae
Boomdabash;Alessandra Amoroso,Mambo Salentino,0.832,0.662,3,-6.707,0.403,0.248,0.0,0.067,0.867,99.921,reggae
Boomdabash;Loredana Bertè,Non Ti Dico No,0.658,0.742,8,-6.181,0.119,0.0438,0.0,0.246,0.798,171.939,reggae
Snow,Informer,0.727,0.886,6,-5.342,0.178,0.0391,0.0,0.361,0.427,98.09,reggae
Kenia OS,Por Siempre,0.711,0.529,2,-6.867,0.0396,0.524,0.0,0.124,0.322,139.834,reggae
Boomdabash,Per Un Milione,0.741,0.745,7,-4.099,0.0472,0.103,0.0,0.0852,0.898,85.989,reggae
Adan La Amenaza;Nickoog Clk,Que Nadie Se Entere,0.848,0.744,5,-6.567,0.0546,0.0795,0.0,0.102,0.704,98.979,reggae
Snow;John Ficarrotta,Lonely Monday Morning - John Ficarrotta Remix,0.796,0.827,7,-8.868,0.183,0.111,0.00164,0.364,0.762,94.156,reggae
Marcianeke,Ponte Pa Mí,0.843,0.469,7,-11.302,0.146,0.334,0.0,0.111,0.821,93.996,reggae
Jimmy Cliff,Footprints,0.666,0.372,10,-16.204,0.0367,0.677,0.00684,0.0738,0.758,144.331,reggae
Jimmy Cliff,"Wonderful World, Beautiful People",0.727,0.554,2,-9.641,0.025,0.0386,0.0,0.0914,0.832,107.297,reggae
Enur;Natasja,Calabria 2007 (feat. Natasja) - Radio Edit,0.888,0.556,7,-8.38,0.186,0.00758,0.0584,0.0553,0.45,126.008,reggae
MAGIC!,Red Dress,0.653,0.795,10,-4.477,0.0336,0.0887,0.0,0.203,0.803,135.978,reggae
Sebastian Yatra;Daddy Yankee;Natti Natasha;Jonas Brothers,Runaway,0.756,0.851,2,-3.33,0.0674,0.0336,0.0,0.126,0.934,75.014,reggae
K'NAAN;Black Chiney,Wavin' Flag - Black Chiney Remix,0.597,0.913,0,-6.246,0.103,0.038,0.0,0.288,0.694,152.098,reggae
Malito Malozo;Divino;Bayriton,Mac,0.743,0.6,7,-7.466,0.0998,0.126,0.0,0.107,0.601,162.077,reggae
Malito Malozo;Marcianeke;Tommy Boysen,No Pare,0.823,0.608,6,-6.447,0.0564,0.154,5.74e-06,0.563,0.433,98.006,reggae
Natan & Shander;Feid;Ryan Castro;Totoy El Frio,VIP Feat. Totoy El Frio,0.753,0.704,9,-4.068,0.218,0.0273,1.12e-05,0.0727,0.492,182.036,reggae
Kail BRL;Benji La Maldita Escritura De Oro,Alta Gama,0.781,0.58,5,-6.11,0.395,0.0868,0.0,0.733,0.592,179.96,reggae
MORADA,Isaías 6 - Ao Vivo,0.315,0.624,9,-7.487,0.0336,0.808,0.0,0.918,0.34,139.649,reggae
Yera;Trapical,Sabrosa,0.661,0.904,0,-3.433,0.0444,0.192,0.0,0.374,0.735,113.107,reggae
Yera;Morat,Mejores Amigos,0.55,0.74,4,-6.965,0.0406,0.155,0.0,0.103,0.902,179.961,reggae
Yera;Mau y Ricky,Cosas Ricas,0.771,0.693,0,-4.173,0.0485,0.0358,0.0,0.0904,0.714,93.004,reggae
MORADA,Meus Votos - Ao Vivo,0.34,0.708,9,-5.486,0.0343,0.377,0.0,0.682,0.22,140.03,reggae
Inner Circle,Sweat (A La La La La Long),0.787,0.728,0,-7.705,0.218,0.0124,0.0,0.157,0.94,173.026,reggae
CNCO,Reggaetón Lento (Bailemos),0.761,0.838,4,-3.073,0.0502,0.4,0.0,0.176,0.71,93.974,reggae
Becky G,Bella Ciao,0.667,0.754,9,-2.861,0.0715,0.214,0.0,0.0532,0.693,104.987,reggae
Bob Marley & The Wailers,Redemption Song,0.671,0.256,7,-10.743,0.0387,0.608,0.0,0.0737,0.694,115.871,reggae
El Kuelgue,Planeta Numir,0.62,0.606,6,-8.259,0.0443,0.494,0.000332,0.218,0.681,94.067,reggae
Mr. Vegas,Bhuff Dem,0.863,0.901,10,-3.284,0.0722,0.0755,0.00582,0.109,0.599,126.044,reggae
Jehza;Galindo Again;Dvice;Joniel,Romperte,0.715,0.584,1,-7.065,0.171,0.0753,0.0,0.067,0.912,170.06,reggae
Kenia OS,Sirena (Versión Acústica),0.599,0.477,10,-6.444,0.0346,0.75,0.0,0.063,0.455,133.593,reggae
Yiordano Ignacio,Berraqueo,0.9,0.655,10,-7.259,0.0746,0.346,0.0,0.104,0.885,96.032,reggae
Dhyo Haw,Pelangi Baruku,0.529,0.64,5,-7.482,0.031,0.398,0.103,0.12,0.521,137.031,reggae
Chimarruts,Saber Voar,0.854,0.305,1,-9.032,0.0519,0.299,0.0,0.143,0.399,119.928,reggae
MORADA,"Ao Único / Espírito, Enche a Minha Vida / Sala do Trono - Ao Vivo",0.409,0.821,2,-4.386,0.0443,0.0297,3.88e-05,0.299,0.285,131.964,reggae
MORADA,Postura do Reino - Ao Vivo,0.476,0.66,10,-8.359,0.033,0.746,5.37e-06,0.916,0.551,120.053,reggae
MORADA,Não Há Amor Igual - Ao Vivo,0.355,0.682,11,-6.936,0.0304,0.456,6.42e-06,0.978,0.242,149.706,reggae
MORADA,Desenvolvendo Amor,0.59,0.763,4,-4.833,0.0586,0.1,0.0,0.171,0.761,145.005,reggae
"Nas & Damian ""Jr. Gong"" Marley",Patience,0.792,0.639,4,-8.087,0.0431,0.204,0.0186,0.0964,0.315,124.209,reggae
Becky G;Bad Bunny,Mayores,0.745,0.836,5,-4.336,0.0444,0.145,0.00314,0.116,0.874,96.993,reggae
Becky G;Burna Boy,Rotate,0.91,0.856,11,-2.082,0.157,0.0346,0.000223,0.0624,0.771,109.029,reggae
Gondwana,Dulce Amor,0.728,0.421,7,-9.53,0.06,0.267,0.000203,0.0635,0.797,133.43,reggae
Dhyo Haw,Jarak Dan Kita,0.703,0.552,9,-7.699,0.0317,0.304,8.95e-06,0.0947,0.658,116.025,reggae
El Kuelgue,Por Ahora,0.737,0.715,11,-7.485,0.0628,0.14,0.0,0.0927,0.631,121.917,reggae
Golden Ganga,Oh No!,0.685,0.635,10,-6.025,0.0338,0.591,4.28e-06,0.104,0.819,147.912,reggae
Bayron Fire,Mi Necesidad,0.746,0.682,5,-6.653,0.0499,0.0205,1.91e-05,0.129,0.45,88.05,reggae
Edson Gomes,Árvore. - Ao Vivo,0.457,0.716,0,-9.17,0.208,0.173,4.7e-06,0.969,0.548,174.739,reggae
Shamanes Crew;Zalo Reyes,Prisionera (feat. Zalo Reyes),0.621,0.762,9,-5.828,0.0408,0.141,0.0,0.502,0.858,149.965,reggae
Dvice;El Sica,Patenta,0.478,0.652,11,-4.329,0.372,0.00202,0.0,0.366,0.128,88.447,reggae
Jeloz,Por Ti,0.799,0.877,1,-4.875,0.0501,0.0674,0.0,0.0852,0.706,120.015,reggae
Caparezza,Fuori Dal Tunnel,0.853,0.717,7,-4.853,0.128,0.188,0.0,0.104,0.665,92.003,reggae
Damian Marley;Stephen Marley,Medication,0.865,0.562,10,-6.811,0.251,0.0318,0.0,0.246,0.81,85.02,reggae
Shaggy;Collie Buddz;Sizzla,Mad Mad World (feat. Sizzla Kalonji & Collie Buddz),0.901,0.531,10,-5.365,0.0853,0.0768,0.0,0.101,0.563,100.016,reggae
Stailok,Magic,0.761,0.44,10,-6.517,0.0458,0.423,0.00193,0.109,0.33,89.999,reggae
Bubaseta,De León a Leona,0.72,0.811,10,-2.566,0.0606,0.416,0.0,0.0805,0.855,96.027,reggae
Golden Ganga,Tú,0.802,0.658,11,-4.778,0.0358,0.0311,0.000278,0.229,0.739,120.07,reggae
Dj Joe,El Phillie,0.841,0.728,11,-5.789,0.0463,0.156,8.34e-05,0.113,0.703,100.002,reggae
Timbalada,Água Mineral,0.463,0.687,6,-8.177,0.18,0.357,0.0,0.0824,0.97,177.545,reggae
Jd Pantoja,Hagamos Las Paces,0.859,0.639,2,-4.52,0.0636,0.0433,0.0,0.102,0.676,101.027,reggae
Jd Pantoja,Error,0.576,0.593,7,-8.091,0.216,0.762,0.00115,0.118,0.519,175.784,reggae
Jd Pantoja,Santa Paloma,0.752,0.576,5,-5.363,0.0979,0.223,0.0,0.291,0.533,160.041,reggae
Alejandro González;Pipe Bueno,Le Hace Falta Un Beso (feat. Pipe Bueno) - Versión Ranchera,0.719,0.496,4,-4.733,0.0337,0.205,0.0,0.0799,0.752,101.969,reggae
Tash Sultana,Jungle,0.589,0.699,1,-5.883,0.0291,0.285,8.11e-05,0.0881,0.496,145.997,reggae
Becky G,Can't Stop Dancin',0.645,0.669,0,-7.946,0.0638,0.00545,0.00138,0.0997,0.568,100.052,reggae
MJ,Tor Monta Sudhu Chai,0.702,0.969,6,-1.658,0.0485,0.0772,0.000688,0.278,0.967,135.015,reggae
Big Mountain;Tom Lord-Alge,"Baby, I Love Your Way",0.651,0.747,1,-7.269,0.0699,0.0528,0.0,0.207,0.776,147.518,reggae
Bob Marley & The Wailers,No Woman No Cry,0.898,0.365,0,-10.452,0.0462,0.159,9.28e-06,0.132,0.563,98.53,reggae
Becky G;Daviles de Novelda,AMANTES,0.736,0.77,10,-6.477,0.0335,0.109,0.0,0.112,0.837,135.018,reggae
Dayme y El High;Cazzu;Aleman;Lito Kirino,Lo Tengo,0.818,0.488,7,-8.824,0.41,0.681,0.0,0.135,0.577,137.159,reggae
Dhyo Haw,Kecewa,0.675,0.589,7,-6.423,0.033,0.585,0.0,0.104,0.889,120.016,reggae
Dhyo Haw,Gue Apa Adanya,0.769,0.599,7,-5.538,0.0274,0.0797,0.0,0.197,0.79,129.995,reggae
Marcianeke,Pistolas Con Chip,0.747,0.534,4,-12.344,0.11,0.688,0.0,0.35,0.748,97.993,reggae
Golden Ganga,La Gloria Eres Tú,0.725,0.564,9,-7.559,0.0328,0.649,1.38e-06,0.318,0.812,129.978,reggae
Nigga;Flex,Me Muero,0.682,0.757,6,-5.258,0.0416,0.0452,0.0,0.145,0.928,80.044,reggae
Chapa C,Eres Tu,0.755,0.598,11,-5.81,0.0797,0.33,1.79e-05,0.161,0.962,174.041,reggae
Jukka Poika;Nelli Petro,Onks liian myöhä (feat. Nelli Petro),0.728,0.564,11,-8.933,0.0872,0.202,0.0,0.114,0.396,95.949,reggae
MORADA,Dia e Noite - Ao Vivo,0.445,0.947,6,-4.942,0.0852,0.0143,0.0,0.867,0.387,139.993,reggae
Yiordano Ignacio;Bayron Fire,Mambo Para Los Presos,0.884,0.693,9,-8.598,0.0981,0.144,7.06e-06,0.0858,0.587,129.989,reggae
MORADA,Não Ha Amor Igual - Ao Vivo,0.411,0.846,11,-5.41,0.0468,0.094,0.0,0.682,0.369,144.995,reggae
Germanini;Sergio Acosta;Dj Zetian,3 Días,0.715,0.731,0,-6.755,0.0353,0.072,7.78e-05,0.946,0.59,128.023,reggae
MORADA,Meus Votos / Dia e Noite - Ao Vivo,0.397,0.837,9,-6.735,0.0498,0.631,6.35e-06,0.966,0.42,139.848,reggae
Becky G,Lovin' So Hard,0.603,0.828,9,-5.664,0.0505,0.0616,3.26e-05,0.138,0.551,77.5,reggaeton
Abraham Mateo;Ana Mena,Quiero Decirte,0.751,0.772,4,-3.853,0.0383,0.039,0.0,0.102,0.923,117.941,reggaeton
CNCO;Yandel,Hey DJ,0.798,0.809,5,-6.152,0.0839,0.0317,0.0,0.214,0.471,90.006,reggaeton
Kail BRL;ALIENSKILEZ,ARREBATA,0.859,0.778,10,-5.659,0.33,0.11,0.0,0.174,0.88,95.882,reggaeton
Elias Diaz;C-Kan,Dicen por Ahí,0.7,0.701,4,-9.227,0.0394,0.0594,1.23e-06,0.147,0.8,89.962,reggaeton
ITHAN NY;King Savagge;Rich Melody,Molly,0.895,0.535,4,-7.921,0.245,0.0343,0.0,0.0743,0.412,97.012,reggaeton
BlackRoy;El Jordan 23;Vicho El Incorregible,Las Chipetia,0.745,0.607,3,-7.98,0.437,0.395,0.0,0.103,0.647,183.991,reggaeton
Yeinomercy;Keishon Trigga;Luxian;S4vage,"Dale Corte (feat. Luxian, Keishon Trigga, & S4vage)",0.933,0.794,0,-6.528,0.149,0.0318,3.88e-06,0.129,0.891,99.954,reggaeton
Bayron Fire;Alex Sobre A,La Envidia,0.869,0.825,7,-5.633,0.0943,0.109,4.8e-06,0.133,0.797,120.079,reggaeton
CNCO,Pretend,0.68,0.883,11,-3.862,0.103,0.284,0.0,0.14,0.834,101.983,reggaeton
Nico Rengifo,Conmigo,0.729,0.692,2,-4.991,0.0405,0.135,0.0,0.17,0.57,95.039,reggaeton
El Chombo,Papi Chulo,0.893,0.851,1,-6.42,0.112,0.0809,0.00143,0.0246,0.837,110.005,reggaeton
Flyboiz;MC Davo,Coroné,0.475,0.723,6,-7.091,0.174,0.0241,1.1e-06,0.382,0.592,104.934,reggaeton
Camilo,Aeropuerto,0.69,0.58,0,-4.395,0.199,0.0328,0.0,0.328,0.708,197.635,reggaeton
Musiko;Indiomar,Respiro,0.704,0.827,7,-3.451,0.063,0.0734,0.0,0.291,0.745,103.944,reggaeton
Forest,La Oficial,0.865,0.758,1,-6.559,0.0765,0.324,0.0,0.0477,0.686,105.951,reggaeton
Marcianeke,Sueltate Mah,0.662,0.785,1,-10.159,0.203,0.614,0.0,0.106,0.797,180.108,reggaeton
Pitizion,Ella,0.798,0.876,0,-3.82,0.362,0.525,1.42e-06,0.168,0.759,91.837,reggaeton
Bayron Fire,La Chica de Nueva York,0.902,0.703,3,-6.119,0.0677,0.176,0.0,0.0344,0.967,118.979,reggaeton
Pitizion,Crisis Mentales,0.77,0.642,11,-5.246,0.241,0.622,0.0,0.0922,0.551,93.108,reggaeton
Pitizion,Perro Es Perro,0.766,0.761,11,-4.221,0.336,0.22,1.6e-05,0.141,0.617,171.95,reggaeton
Pitizion;Adso Alejandro;Andy Clay,Apatía - The Beautyscape Remix,0.688,0.816,1,-4.017,0.29,0.0381,3.1e-06,0.128,0.343,176.102,reggaeton
Alex Campos,Regreso a ti,0.57,0.746,1,-4.47,0.0266,0.158,0.0,0.421,0.328,89.986,reggaeton
IAmChino;Pitbull;Yandel;El Chacal,Ay Mi Dios,0.761,0.829,0,-3.203,0.0682,0.169,0.0,0.189,0.814,92.034,reggaeton
Becky G;Digital Farm Animals;Rvssian,Next To You (feat. Rvssian),0.76,0.704,7,-5.34,0.0684,0.308,2.77e-05,0.156,0.229,105.084,reggaeton
Becky G,MALA SANTA,0.851,0.701,9,-3.649,0.0396,0.311,0.000211,0.163,0.527,98.039,reggaeton
Becky G,NO MIENTEN,0.957,0.766,9,-4.567,0.223,0.108,0.00186,0.116,0.515,128.019,reggaeton
Camilo,Pegao,0.807,0.499,1,-4.733,0.0616,0.162,0.0,0.104,0.867,90.037,reggaeton
Rayo & Toby,Mama,0.651,0.628,2,-3.756,0.158,0.0173,0.0,0.113,0.395,175.926,reggaeton
Marcianeke,Yo Se Que Tu,0.809,0.439,6,-11.211,0.533,0.388,0.0,0.103,0.643,99.965,reggaeton
Kail BRL;NvshoFlight,PAL PARY,0.931,0.868,11,-6.307,0.172,0.303,0.0,0.0507,0.965,95.96,reggaeton
Soly,Socórreme,0.762,0.561,1,-7.056,0.0761,0.512,0.00151,0.17,0.767,169.939,reggaeton
Makano,Quítame el Teléfono,0.721,0.734,5,-3.059,0.255,0.121,2.68e-06,0.127,0.761,171.954,reggaeton
Marcianeke;DONNER,Haciendo Billete,0.787,0.364,5,-14.476,0.446,0.11,0.0,0.168,0.391,150.008,reggaeton
Pipe Calderón;Ocoyaje,De Remate,0.683,0.849,5,-3.886,0.24,0.109,0.0,0.589,0.95,93.994,reggaeton
Dash;Jairo Vera;Basty Corvalan;jk.antony;robertvndres;Tokito Meneses,Como Le Hago Yo,0.871,0.571,11,-6.707,0.0824,0.00724,8.14e-06,0.0842,0.53,120.019,reggaeton
"Opi the Hit Machine;Kendo Kaponi;Gotay ""El Autentiko"";Franco ""El Gorilla""","Envidiosas (feat. Kendo Kaponi, Gotay & Franco El Gorila)",0.687,0.825,4,-5.984,0.0922,0.244,0.0,0.0559,0.856,176.0,reggaeton
Criss & Ronny;Koffee el Kafetero;Zaider,El Retén - Remix,0.856,0.829,2,-3.664,0.0848,0.22,0.0,0.0432,0.723,106.004,reggaeton
Nigga;Flex,Desde Lejos,0.651,0.746,1,-4.931,0.101,0.0299,3.95e-06,0.337,0.754,84.689,reggaeton
Alex Campos,"Yo Tierra, Tú Semilla",0.658,0.841,10,-2.743,0.263,0.0805,0.0,0.0717,0.676,196.055,reggaeton
Bayron Fire,Salgo,0.664,0.893,10,-3.627,0.15,0.0748,0.0,0.351,0.773,104.007,reggaeton
